dataset,criteria,metric,model,error,detection,repair,test_repaired,fairness_impact,accuracy_impact
adult,sex,equal_opportunity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
adult,race,equal_opportunity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
folktables,sex,equal_opportunity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
folktables,rac1p,equal_opportunity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
credit,age,equal_opportunity,logistic_regression,mislabel,cleanlab,flip,False,insignificant,positive
german,age,equal_opportunity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
heart,gender,equal_opportunity,logistic_regression,mislabel,cleanlab,flip,False,insignificant,positive
adult,sex,equal_opportunity,knn_classification,mislabel,cleanlab,flip,False,negative,positive
adult,race,equal_opportunity,knn_classification,mislabel,cleanlab,flip,False,negative,positive
folktables,sex,equal_opportunity,knn_classification,mislabel,cleanlab,flip,False,insignificant,positive
folktables,rac1p,equal_opportunity,knn_classification,mislabel,cleanlab,flip,False,negative,positive
credit,age,equal_opportunity,knn_classification,mislabel,cleanlab,flip,False,negative,insignificant
german,age,equal_opportunity,knn_classification,mislabel,cleanlab,flip,False,negative,positive
heart,gender,equal_opportunity,knn_classification,mislabel,cleanlab,flip,False,insignificant,positive
adult,sex,equal_opportunity,XGBoost,mislabel,cleanlab,flip,False,negative,positive
adult,race,equal_opportunity,XGBoost,mislabel,cleanlab,flip,False,negative,positive
folktables,sex,equal_opportunity,XGBoost,mislabel,cleanlab,flip,False,negative,positive
folktables,rac1p,equal_opportunity,XGBoost,mislabel,cleanlab,flip,False,insignificant,positive
credit,age,equal_opportunity,XGBoost,mislabel,cleanlab,flip,False,insignificant,positive
german,age,equal_opportunity,XGBoost,mislabel,cleanlab,flip,False,insignificant,positive
heart,gender,equal_opportunity,XGBoost,mislabel,cleanlab,flip,False,insignificant,insignificant
adult,sex,predictive_parity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,positive
adult,sex,predictive_parity,logistic_regression,outliers,SD,impute__mode_dummy,True,insignificant,negative
adult,sex,predictive_parity,logistic_regression,outliers,SD,impute__median_dummy,True,insignificant,insignificant
adult,sex,predictive_parity,logistic_regression,outliers,IQR,impute__mean_dummy,True,negative,negative
adult,sex,predictive_parity,logistic_regression,outliers,IQR,impute__mode_dummy,True,negative,negative
adult,sex,predictive_parity,logistic_regression,outliers,IQR,impute__median_dummy,True,negative,negative
adult,sex,predictive_parity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,positive
adult,sex,predictive_parity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,positive
adult,sex,predictive_parity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,insignificant
adult,race,predictive_parity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,positive
adult,race,predictive_parity,logistic_regression,outliers,SD,impute__mode_dummy,True,insignificant,negative
adult,race,predictive_parity,logistic_regression,outliers,SD,impute__median_dummy,True,insignificant,insignificant
adult,race,predictive_parity,logistic_regression,outliers,IQR,impute__mean_dummy,True,insignificant,negative
adult,race,predictive_parity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,negative
adult,race,predictive_parity,logistic_regression,outliers,IQR,impute__median_dummy,True,insignificant,negative
adult,race,predictive_parity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,positive
adult,race,predictive_parity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,positive
adult,race,predictive_parity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,outliers,SD,impute__median_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,outliers,IQR,impute__median_dummy,True,insignificant,negative
folktables,sex,predictive_parity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,outliers,SD,impute__median_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,outliers,IQR,impute__median_dummy,True,insignificant,negative
folktables,rac1p,predictive_parity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,insignificant
credit,age,predictive_parity,logistic_regression,outliers,SD,impute__mean_dummy,True,positive,insignificant
credit,age,predictive_parity,logistic_regression,outliers,SD,impute__mode_dummy,True,positive,insignificant
credit,age,predictive_parity,logistic_regression,outliers,SD,impute__median_dummy,True,positive,insignificant
credit,age,predictive_parity,logistic_regression,outliers,IQR,impute__mean_dummy,True,insignificant,negative
credit,age,predictive_parity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,negative
credit,age,predictive_parity,logistic_regression,outliers,IQR,impute__median_dummy,True,insignificant,negative
credit,age,predictive_parity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,negative
credit,age,predictive_parity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,negative
credit,age,predictive_parity,logistic_regression,outliers,IF,impute__median_dummy,True,positive,negative
german,age,predictive_parity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,logistic_regression,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
german,age,predictive_parity,logistic_regression,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,age,predictive_parity,logistic_regression,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,logistic_regression,outliers,IQR,impute__mode_dummy,True,insignificant,negative
german,age,predictive_parity,logistic_regression,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,age,predictive_parity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
german,age,predictive_parity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,insignificant
heart,gender,predictive_parity,logistic_regression,outliers,SD,impute__mean_dummy,True,insignificant,positive
heart,gender,predictive_parity,logistic_regression,outliers,SD,impute__mode_dummy,True,insignificant,positive
heart,gender,predictive_parity,logistic_regression,outliers,SD,impute__median_dummy,True,positive,positive
heart,gender,predictive_parity,logistic_regression,outliers,IQR,impute__mean_dummy,True,positive,positive
heart,gender,predictive_parity,logistic_regression,outliers,IQR,impute__mode_dummy,True,positive,insignificant
heart,gender,predictive_parity,logistic_regression,outliers,IQR,impute__median_dummy,True,positive,insignificant
heart,gender,predictive_parity,logistic_regression,outliers,IF,impute__mean_dummy,True,insignificant,positive
heart,gender,predictive_parity,logistic_regression,outliers,IF,impute__mode_dummy,True,insignificant,positive
heart,gender,predictive_parity,logistic_regression,outliers,IF,impute__median_dummy,True,insignificant,positive
adult,sex,predictive_parity,knn_classification,outliers,SD,impute__mean_dummy,True,positive,positive
adult,sex,predictive_parity,knn_classification,outliers,SD,impute__mode_dummy,True,positive,positive
adult,sex,predictive_parity,knn_classification,outliers,SD,impute__median_dummy,True,positive,positive
adult,sex,predictive_parity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
adult,sex,predictive_parity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
adult,sex,predictive_parity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
adult,sex,predictive_parity,knn_classification,outliers,IF,impute__mean_dummy,True,positive,positive
adult,sex,predictive_parity,knn_classification,outliers,IF,impute__mode_dummy,True,positive,positive
adult,sex,predictive_parity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,positive
adult,race,predictive_parity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,positive
adult,race,predictive_parity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,positive
adult,race,predictive_parity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,positive
adult,race,predictive_parity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
adult,race,predictive_parity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
adult,race,predictive_parity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
adult,race,predictive_parity,knn_classification,outliers,IF,impute__mean_dummy,True,positive,positive
adult,race,predictive_parity,knn_classification,outliers,IF,impute__mode_dummy,True,positive,positive
adult,race,predictive_parity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,positive
folktables,sex,predictive_parity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,positive
folktables,sex,predictive_parity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,positive
folktables,rac1p,predictive_parity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,insignificant
credit,age,predictive_parity,knn_classification,outliers,SD,impute__mean_dummy,True,positive,positive
credit,age,predictive_parity,knn_classification,outliers,SD,impute__mode_dummy,True,positive,positive
credit,age,predictive_parity,knn_classification,outliers,SD,impute__median_dummy,True,positive,positive
credit,age,predictive_parity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
credit,age,predictive_parity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,positive
credit,age,predictive_parity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
credit,age,predictive_parity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,positive
credit,age,predictive_parity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,positive
credit,age,predictive_parity,knn_classification,outliers,IF,impute__median_dummy,True,positive,positive
german,age,predictive_parity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,knn_classification,outliers,SD,impute__mode_dummy,True,positive,insignificant
german,age,predictive_parity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,age,predictive_parity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,negative
german,age,predictive_parity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,age,predictive_parity,knn_classification,outliers,IF,impute__mean_dummy,True,positive,insignificant
german,age,predictive_parity,knn_classification,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
german,age,predictive_parity,knn_classification,outliers,IF,impute__median_dummy,True,insignificant,insignificant
heart,gender,predictive_parity,knn_classification,outliers,SD,impute__mean_dummy,True,insignificant,positive
heart,gender,predictive_parity,knn_classification,outliers,SD,impute__mode_dummy,True,insignificant,positive
heart,gender,predictive_parity,knn_classification,outliers,SD,impute__median_dummy,True,insignificant,positive
heart,gender,predictive_parity,knn_classification,outliers,IQR,impute__mean_dummy,True,insignificant,positive
heart,gender,predictive_parity,knn_classification,outliers,IQR,impute__mode_dummy,True,insignificant,positive
heart,gender,predictive_parity,knn_classification,outliers,IQR,impute__median_dummy,True,insignificant,positive
heart,gender,predictive_parity,knn_classification,outliers,IF,impute__mean_dummy,True,insignificant,positive
heart,gender,predictive_parity,knn_classification,outliers,IF,impute__mode_dummy,True,negative,positive
heart,gender,predictive_parity,knn_classification,outliers,IF,impute__median_dummy,True,negative,positive
adult,sex,predictive_parity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,positive
adult,sex,predictive_parity,XGBoost,outliers,SD,impute__mode_dummy,True,negative,positive
adult,sex,predictive_parity,XGBoost,outliers,SD,impute__median_dummy,True,negative,insignificant
adult,sex,predictive_parity,XGBoost,outliers,IQR,impute__mean_dummy,True,negative,negative
adult,sex,predictive_parity,XGBoost,outliers,IQR,impute__mode_dummy,True,negative,negative
adult,sex,predictive_parity,XGBoost,outliers,IQR,impute__median_dummy,True,negative,negative
adult,sex,predictive_parity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,positive
adult,sex,predictive_parity,XGBoost,outliers,IF,impute__mode_dummy,True,negative,positive
adult,sex,predictive_parity,XGBoost,outliers,IF,impute__median_dummy,True,negative,positive
adult,race,predictive_parity,XGBoost,outliers,SD,impute__mean_dummy,True,positive,positive
adult,race,predictive_parity,XGBoost,outliers,SD,impute__mode_dummy,True,positive,positive
adult,race,predictive_parity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,insignificant
adult,race,predictive_parity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,negative
adult,race,predictive_parity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,negative
adult,race,predictive_parity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,negative
adult,race,predictive_parity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,positive
adult,race,predictive_parity,XGBoost,outliers,IF,impute__mode_dummy,True,insignificant,positive
adult,race,predictive_parity,XGBoost,outliers,IF,impute__median_dummy,True,insignificant,positive
folktables,sex,predictive_parity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,XGBoost,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,negative
folktables,sex,predictive_parity,XGBoost,outliers,IQR,impute__mode_dummy,True,negative,negative
folktables,sex,predictive_parity,XGBoost,outliers,IQR,impute__median_dummy,True,negative,negative
folktables,sex,predictive_parity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,XGBoost,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,XGBoost,outliers,IF,impute__median_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,XGBoost,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,negative
folktables,rac1p,predictive_parity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,negative
folktables,rac1p,predictive_parity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,negative
folktables,rac1p,predictive_parity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,XGBoost,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,XGBoost,outliers,IF,impute__median_dummy,True,insignificant,insignificant
credit,age,predictive_parity,XGBoost,outliers,SD,impute__mean_dummy,True,positive,negative
credit,age,predictive_parity,XGBoost,outliers,SD,impute__mode_dummy,True,positive,negative
credit,age,predictive_parity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,negative
credit,age,predictive_parity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,negative
credit,age,predictive_parity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,negative
credit,age,predictive_parity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,negative
credit,age,predictive_parity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,negative
credit,age,predictive_parity,XGBoost,outliers,IF,impute__mode_dummy,True,positive,negative
credit,age,predictive_parity,XGBoost,outliers,IF,impute__median_dummy,True,positive,negative
german,age,predictive_parity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,outliers,IF,impute__mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,outliers,IF,impute__mode_dummy,True,insignificant,insignificant
german,age,predictive_parity,XGBoost,outliers,IF,impute__median_dummy,True,insignificant,insignificant
heart,gender,predictive_parity,XGBoost,outliers,SD,impute__mean_dummy,True,insignificant,insignificant
heart,gender,predictive_parity,XGBoost,outliers,SD,impute__mode_dummy,True,insignificant,insignificant
heart,gender,predictive_parity,XGBoost,outliers,SD,impute__median_dummy,True,insignificant,insignificant
heart,gender,predictive_parity,XGBoost,outliers,IQR,impute__mean_dummy,True,insignificant,negative
heart,gender,predictive_parity,XGBoost,outliers,IQR,impute__mode_dummy,True,insignificant,negative
heart,gender,predictive_parity,XGBoost,outliers,IQR,impute__median_dummy,True,insignificant,negative
heart,gender,predictive_parity,XGBoost,outliers,IF,impute__mean_dummy,True,negative,insignificant
heart,gender,predictive_parity,XGBoost,outliers,IF,impute__mode_dummy,True,negative,insignificant
heart,gender,predictive_parity,XGBoost,outliers,IF,impute__median_dummy,True,negative,insignificant
adult,sex,predictive_parity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,insignificant
adult,sex,predictive_parity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,negative
adult,sex,predictive_parity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,insignificant
adult,sex,predictive_parity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,insignificant
adult,sex,predictive_parity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,insignificant
adult,sex,predictive_parity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,insignificant
adult,race,predictive_parity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,insignificant
adult,race,predictive_parity,logistic_regression,missing_values,,impute_mean_dummy,True,positive,negative
adult,race,predictive_parity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,insignificant
adult,race,predictive_parity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,insignificant
adult,race,predictive_parity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,insignificant
adult,race,predictive_parity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,logistic_regression,missing_values,,impute_mean_mode,True,positive,positive
folktables,sex,predictive_parity,logistic_regression,missing_values,,impute_mean_dummy,True,positive,positive
folktables,sex,predictive_parity,logistic_regression,missing_values,,impute_median_mode,True,positive,positive
folktables,sex,predictive_parity,logistic_regression,missing_values,,impute_median_dummy,True,positive,insignificant
folktables,sex,predictive_parity,logistic_regression,missing_values,,impute_mode_mode,True,positive,positive
folktables,sex,predictive_parity,logistic_regression,missing_values,,impute_mode_dummy,True,positive,positive
folktables,rac1p,predictive_parity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,positive
folktables,rac1p,predictive_parity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,positive
folktables,rac1p,predictive_parity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,positive
folktables,rac1p,predictive_parity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,insignificant
folktables,rac1p,predictive_parity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,positive
folktables,rac1p,predictive_parity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,positive
credit,age,predictive_parity,logistic_regression,missing_values,,impute_mean_mode,True,insignificant,insignificant
credit,age,predictive_parity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,insignificant
credit,age,predictive_parity,logistic_regression,missing_values,,impute_median_mode,True,insignificant,insignificant
credit,age,predictive_parity,logistic_regression,missing_values,,impute_median_dummy,True,insignificant,insignificant
credit,age,predictive_parity,logistic_regression,missing_values,,impute_mode_mode,True,insignificant,insignificant
credit,age,predictive_parity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,insignificant
german,age,predictive_parity,logistic_regression,missing_values,,impute_mean_mode,True,negative,insignificant
german,age,predictive_parity,logistic_regression,missing_values,,impute_mean_dummy,True,insignificant,positive
german,age,predictive_parity,logistic_regression,missing_values,,impute_median_mode,True,negative,insignificant
german,age,predictive_parity,logistic_regression,missing_values,,impute_median_dummy,True,negative,insignificant
german,age,predictive_parity,logistic_regression,missing_values,,impute_mode_mode,True,negative,insignificant
german,age,predictive_parity,logistic_regression,missing_values,,impute_mode_dummy,True,insignificant,positive
adult,sex,predictive_parity,knn_classification,missing_values,,impute_mean_mode,True,insignificant,insignificant
adult,sex,predictive_parity,knn_classification,missing_values,,impute_mean_dummy,True,insignificant,negative
adult,sex,predictive_parity,knn_classification,missing_values,,impute_median_mode,True,insignificant,insignificant
adult,sex,predictive_parity,knn_classification,missing_values,,impute_median_dummy,True,insignificant,insignificant
adult,sex,predictive_parity,knn_classification,missing_values,,impute_mode_mode,True,insignificant,insignificant
adult,sex,predictive_parity,knn_classification,missing_values,,impute_mode_dummy,True,insignificant,insignificant
adult,race,predictive_parity,knn_classification,missing_values,,impute_mean_mode,True,insignificant,insignificant
adult,race,predictive_parity,knn_classification,missing_values,,impute_mean_dummy,True,insignificant,negative
adult,race,predictive_parity,knn_classification,missing_values,,impute_median_mode,True,insignificant,insignificant
adult,race,predictive_parity,knn_classification,missing_values,,impute_median_dummy,True,insignificant,insignificant
adult,race,predictive_parity,knn_classification,missing_values,,impute_mode_mode,True,insignificant,insignificant
adult,race,predictive_parity,knn_classification,missing_values,,impute_mode_dummy,True,insignificant,insignificant
folktables,sex,predictive_parity,knn_classification,missing_values,,impute_mean_mode,True,negative,positive
folktables,sex,predictive_parity,knn_classification,missing_values,,impute_mean_dummy,True,negative,positive
folktables,sex,predictive_parity,knn_classification,missing_values,,impute_median_mode,True,negative,positive
folktables,sex,predictive_parity,knn_classification,missing_values,,impute_median_dummy,True,insignificant,positive
folktables,sex,predictive_parity,knn_classification,missing_values,,impute_mode_mode,True,insignificant,positive
folktables,sex,predictive_parity,knn_classification,missing_values,,impute_mode_dummy,True,negative,positive
folktables,rac1p,predictive_parity,knn_classification,missing_values,,impute_mean_mode,True,positive,positive
folktables,rac1p,predictive_parity,knn_classification,missing_values,,impute_mean_dummy,True,positive,positive
folktables,rac1p,predictive_parity,knn_classification,missing_values,,impute_median_mode,True,positive,positive
folktables,rac1p,predictive_parity,knn_classification,missing_values,,impute_median_dummy,True,positive,positive
folktables,rac1p,predictive_parity,knn_classification,missing_values,,impute_mode_mode,True,positive,positive
folktables,rac1p,predictive_parity,knn_classification,missing_values,,impute_mode_dummy,True,positive,positive
credit,age,predictive_parity,knn_classification,missing_values,,impute_mean_mode,True,insignificant,negative
credit,age,predictive_parity,knn_classification,missing_values,,impute_mean_dummy,True,insignificant,negative
credit,age,predictive_parity,knn_classification,missing_values,,impute_median_mode,True,insignificant,negative
credit,age,predictive_parity,knn_classification,missing_values,,impute_median_dummy,True,insignificant,negative
credit,age,predictive_parity,knn_classification,missing_values,,impute_mode_mode,True,insignificant,negative
credit,age,predictive_parity,knn_classification,missing_values,,impute_mode_dummy,True,insignificant,negative
german,age,predictive_parity,knn_classification,missing_values,,impute_mean_mode,True,negative,insignificant
german,age,predictive_parity,knn_classification,missing_values,,impute_mean_dummy,True,insignificant,insignificant
german,age,predictive_parity,knn_classification,missing_values,,impute_median_mode,True,negative,insignificant
german,age,predictive_parity,knn_classification,missing_values,,impute_median_dummy,True,negative,insignificant
german,age,predictive_parity,knn_classification,missing_values,,impute_mode_mode,True,negative,insignificant
german,age,predictive_parity,knn_classification,missing_values,,impute_mode_dummy,True,insignificant,insignificant
adult,sex,predictive_parity,XGBoost,missing_values,,impute_mean_mode,True,insignificant,positive
adult,sex,predictive_parity,XGBoost,missing_values,,impute_mean_dummy,True,insignificant,positive
adult,sex,predictive_parity,XGBoost,missing_values,,impute_median_mode,True,insignificant,positive
adult,sex,predictive_parity,XGBoost,missing_values,,impute_median_dummy,True,insignificant,positive
adult,sex,predictive_parity,XGBoost,missing_values,,impute_mode_mode,True,insignificant,positive
adult,sex,predictive_parity,XGBoost,missing_values,,impute_mode_dummy,True,insignificant,positive
adult,race,predictive_parity,XGBoost,missing_values,,impute_mean_mode,True,insignificant,positive
adult,race,predictive_parity,XGBoost,missing_values,,impute_mean_dummy,True,positive,positive
adult,race,predictive_parity,XGBoost,missing_values,,impute_median_mode,True,insignificant,positive
adult,race,predictive_parity,XGBoost,missing_values,,impute_median_dummy,True,positive,positive
adult,race,predictive_parity,XGBoost,missing_values,,impute_mode_mode,True,insignificant,positive
adult,race,predictive_parity,XGBoost,missing_values,,impute_mode_dummy,True,positive,positive
folktables,sex,predictive_parity,XGBoost,missing_values,,impute_mean_mode,True,insignificant,positive
folktables,sex,predictive_parity,XGBoost,missing_values,,impute_mean_dummy,True,insignificant,negative
folktables,sex,predictive_parity,XGBoost,missing_values,,impute_median_mode,True,negative,positive
folktables,sex,predictive_parity,XGBoost,missing_values,,impute_median_dummy,True,insignificant,negative
folktables,sex,predictive_parity,XGBoost,missing_values,,impute_mode_mode,True,negative,positive
folktables,sex,predictive_parity,XGBoost,missing_values,,impute_mode_dummy,True,negative,positive
folktables,rac1p,predictive_parity,XGBoost,missing_values,,impute_mean_mode,True,insignificant,positive
folktables,rac1p,predictive_parity,XGBoost,missing_values,,impute_mean_dummy,True,negative,negative
folktables,rac1p,predictive_parity,XGBoost,missing_values,,impute_median_mode,True,insignificant,positive
